hs6;hs;sitc3;cod_omc_2;cat_omc_2_en;cod_omc_1;cat_omc_1_en;cat_omc_2;cat_omc_1
'520511;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520512;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520513;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520522;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520523;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520524;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520532;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520543;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520812;HS 2017;'65221;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520849;HS 2017;'65233;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520919;HS 2017;'65222;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520922;HS 2017;'65241;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520929;HS 2017;'65241;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520932;HS 2017;'65242;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520939;HS 2017;'65242;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520941;HS 2017;'65244;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520942;HS 2017;'65243;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521011;HS 2017;'65223;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521021;HS 2017;'65251;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521039;HS 2017;'65252;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521049;HS 2017;'65253;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521131;HS 2017;'65262;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521142;HS 2017;'65263;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521149;HS 2017;'65264;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540110;HS 2017;'65141;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540210;HS 2002;'65162;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540231;HS 2017;'65151;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540232;HS 2017;'65151;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540233;HS 2017;'65152;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540239;HS 2017;'65159;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540241;HS 2002;'65163;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540242;HS 2002;'65163;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540243;HS 2002;'65163;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540249;HS 2017;'65163;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540261;HS 2017;'65169;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540410;HS 2002;'65188;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540490;HS 2017;'65188;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540710;HS 2017;'65311;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540720;HS 2017;'65312;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540751;HS 2017;'65315;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540761;HS 2017;'65316;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540769;HS 2017;'65317;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540783;HS 2017;'65318;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540792;HS 2017;'65319;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540794;HS 2017;'65319;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540822;HS 2017;'65352;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540824;HS 2017;'65352;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550130;HS 2017;'26663;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'550310;HS 2002;'26651;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'550320;HS 2017;'26652;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'550340;HS 2017;'26659;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'550510;HS 2017;'26721;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'550630;HS 2017;'26673;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'550810;HS 2017;'65143;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550931;HS 2017;'65182;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550932;HS 2017;'65182;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550961;HS 2017;'65184;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550969;HS 2017;'65184;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550991;HS 2017;'65184;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551012;HS 2017;'65186;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551090;HS 2017;'65187;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551219;HS 2017;'65321;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551229;HS 2017;'65325;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551299;HS 2017;'65329;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551341;HS 2017;'65331;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551511;HS 2017;'65343;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551521;HS 2017;'65342;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551693;HS 2017;'65389;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560110;HS 2007;'65771;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560122;HS 2017;'65771;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560130;HS 2017;'65771;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560210;HS 2017;'65711;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560290;HS 2017;'65719;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560311;HS 2017;'6572;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560312;HS 2017;'6572;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560313;HS 2017;'6572;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560314;HS 2017;'6572;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560391;HS 2017;'6572;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560392;HS 2017;'6572;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560393;HS 2017;'6572;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560394;HS 2017;'6572;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560749;HS 2017;'65751;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560750;HS 2017;'65751;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560811;HS 2017;'65752;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570249;HS 2017;'65959;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570292;HS 2017;'65952;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570310;HS 2017;'65941;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570320;HS 2017;'65942;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570330;HS 2017;'65943;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570390;HS 2017;'65949;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570490;HS 2017;'65961;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570500;HS 2017;'65969;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580136;HS 2017;'65393;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580620;HS 2017;'65612;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580631;HS 2017;'65613;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580632;HS 2017;'65613;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580710;HS 2017;'65621;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580790;HS 2017;'65629;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'581010;HS 2017;'65651;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'581091;HS 2017;'65659;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'581092;HS 2017;'65659;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'581100;HS 2017;'6574;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'590210;HS 2017;'65793;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'590310;HS 2017;'65732;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'590390;HS 2017;'65732;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'590610;HS 2017;'65733;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'590699;HS 2017;'65733;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'590700;HS 2017;'65734;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'590900;HS 2017;'65791;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'591000;HS 2017;'65792;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'591120;HS 2017;'65773;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'591131;HS 2017;'65773;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'591132;HS 2017;'65773;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'591190;HS 2017;'65773;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'600192;HS 2017;'65519;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'600240;HS 2017;'65521;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'600410;HS 2017;'65522;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'600543;HS 2017;'65523;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'600623;HS 2017;'65529;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'600632;HS 2017;'65529;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'610120;HS 2017;'8431;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610130;HS 2017;'8431;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610220;HS 2017;'8441;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610230;HS 2017;'8441;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610312;HS 2002;'84321;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610322;HS 2017;'84322;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610332;HS 2017;'84323;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610333;HS 2017;'84323;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610342;HS 2017;'84324;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610343;HS 2017;'84324;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610349;HS 2017;'84324;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610422;HS 2017;'84422;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610423;HS 2017;'84422;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610429;HS 2017;'84422;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610432;HS 2017;'84423;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610433;HS 2017;'84423;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610442;HS 2017;'84424;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610443;HS 2017;'84424;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610444;HS 2017;'84424;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610452;HS 2017;'84425;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610453;HS 2017;'84425;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610459;HS 2017;'84425;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610462;HS 2017;'84426;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610463;HS 2017;'84426;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610510;HS 2017;'84371;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610520;HS 2017;'84379;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610610;HS 2017;'8447;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610620;HS 2017;'8447;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610711;HS 2017;'84381;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610712;HS 2017;'84381;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610791;HS 2017;'84389;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610821;HS 2017;'84482;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610822;HS 2017;'84482;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610831;HS 2017;'84483;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610832;HS 2017;'84483;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610891;HS 2017;'84489;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610892;HS 2017;'84489;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610910;HS 2017;'8454;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610990;HS 2017;'8454;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611011;HS 2017;'8453;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611020;HS 2017;'8453;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611030;HS 2017;'8453;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611090;HS 2017;'8453;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611120;HS 2017;'84512;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611130;HS 2017;'84512;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611212;HS 2017;'84591;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611231;HS 2017;'84562;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611241;HS 2017;'84564;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611249;HS 2017;'84564;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611420;HS 2017;'84599;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611430;HS 2017;'84599;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611490;HS 2017;'84599;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611511;HS 2002;'84621;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611512;HS 2002;'84621;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611519;HS 2002;'84621;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611520;HS 2002;'84622;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611592;HS 2002;'84629;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611593;HS 2002;'84629;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611610;HS 2017;'84691;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611692;HS 2017;'84692;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611693;HS 2017;'84692;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611710;HS 2017;'84693;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611780;HS 2017;'84699;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611790;HS 2017;'84699;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620112;HS 2017;'84112;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620113;HS 2017;'84112;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620192;HS 2017;'84119;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620212;HS 2017;'84211;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620213;HS 2017;'84211;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620292;HS 2017;'84219;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620293;HS 2017;'84219;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620311;HS 2017;'84121;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620323;HS 2017;'84123;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620333;HS 2017;'8413;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620339;HS 2017;'8413;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620342;HS 2017;'8414;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620343;HS 2017;'8414;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620349;HS 2017;'8414;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620432;HS 2017;'8423;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620433;HS 2017;'8423;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620439;HS 2017;'8423;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620442;HS 2017;'8424;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620443;HS 2017;'8424;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620444;HS 2017;'8424;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620451;HS 2017;'8425;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620452;HS 2017;'8425;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
