hs6;hs;sitc3;cod_omc_2;cat_omc_2_en;cod_omc_1;cat_omc_1_en;cat_omc_2;cat_omc_1
'911390;HS 2017;'88593;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940120;HS 2017;'82112;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940130;HS 2017;'82114;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940150;HS 2002;'82113;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940161;HS 2017;'82116;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940169;HS 2017;'82116;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940171;HS 2017;'82117;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940179;HS 2017;'82117;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940180;HS 2017;'82118;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940190;HS 2017;'82119;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940290;HS 2017;'8724;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940310;HS 2017;'82131;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940320;HS 2017;'82139;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940330;HS 2017;'82151;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940340;HS 2017;'82153;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940350;HS 2017;'82155;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940360;HS 2017;'82159;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940370;HS 2017;'82171;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940380;HS 2002;'82179;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940390;HS 2017;'8218;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940410;HS 2017;'82121;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940421;HS 2017;'82123;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940429;HS 2017;'82125;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940490;HS 2017;'82129;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940510;HS 2017;'81311;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940520;HS 2017;'81313;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940540;HS 2017;'81315;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940550;HS 2017;'81317;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940560;HS 2017;'8132;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940591;HS 2017;'81391;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940592;HS 2017;'81392;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940599;HS 2017;'81399;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940600;HS 2012;'8110;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'960500;HS 2017;'8313;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'051110;HS 2017;'29194;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'120590;HS 2017;'22261;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'120921;HS 2017;'29252;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'120923;HS 2017;'29252;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'120925;HS 2017;'29252;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'121220;HS 2007;'29297;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'130220;HS 2017;'29295;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'250590;HS 2017;'27339;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'250830;HS 2017;'27829;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252390;HS 2017;'66129;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'370710;HS 2017;'8821;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'400122;HS 2017;'23125;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400249;HS 2017;'23214;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400700;HS 2017;'62131;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401036;HS 2017;'62929;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401410;HS 2017;'62911;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410190;HS 2017;'61141;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410439;NA;'61142;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410692;HS 2017;'61179;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'430110;HS 2017;'2121;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'430211;HS 2017;'61311;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'430213;HS 2002;'61313;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'440399;HS 2017;'24752;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'440420;HS 2017;'63491;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'440690;HS 2012;'24819;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'441199;HS 2002;'63459;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441299;HS 2017;'6344;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441830;HS 2002;'63539;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'450390;HS 2017;'63319;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480258;HS 2017;'64126;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480431;HS 2017;'64146;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481099;HS 2017;'64177;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481390;HS 2017;'64155;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481730;HS 2017;'64223;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482040;HS 2017;'64234;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'510610;HS 2017;'65112;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'510710;HS 2017;'65113;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520291;HS 2017;'26332;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'520420;HS 2017;'65122;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520531;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520790;HS 2017;'65132;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520829;HS 2017;'65231;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520832;HS 2017;'65232;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520842;HS 2017;'65233;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520912;HS 2017;'65222;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521022;HS 2002;'65251;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521032;HS 2017;'65252;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521132;HS 2017;'65262;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540269;HS 2017;'65169;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540341;HS 2017;'65176;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540610;HS 2002;'65161;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540753;HS 2017;'65315;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540793;HS 2017;'65319;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540821;HS 2017;'65352;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540823;HS 2017;'65352;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540832;HS 2017;'65359;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550330;HS 2017;'26653;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'550941;HS 2017;'65182;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550942;HS 2017;'65182;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551030;HS 2017;'65187;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551311;HS 2017;'65331;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551422;HS 2017;'65333;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551612;HS 2017;'6536;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551692;HS 2017;'65389;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560129;HS 2017;'65771;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560229;HS 2017;'65712;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560600;HS 2017;'65631;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560790;HS 2017;'65751;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560900;HS 2017;'65759;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570110;HS 2017;'65921;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570251;HS 2002;'65951;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570252;HS 2002;'65952;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570299;HS 2017;'65959;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580500;HS 2017;'65891;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'600610;HS 2017;'65529;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'610329;HS 2017;'84322;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610431;HS 2017;'84423;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610439;HS 2017;'84423;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610449;HS 2017;'84424;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610451;HS 2017;'84425;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610469;HS 2017;'84426;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610721;HS 2017;'84382;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610811;HS 2017;'84481;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611110;HS 2002;'84512;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611190;HS 2017;'84512;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611300;HS 2017;'84524;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611699;HS 2017;'84692;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620119;HS 2017;'84112;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620291;HS 2017;'84219;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620449;HS 2017;'8424;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620690;HS 2017;'8427;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620892;HS 2017;'84289;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621010;HS 2017;'84521;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621020;HS 2017;'84522;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621040;HS 2017;'84522;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621050;HS 2017;'84523;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621112;HS 2017;'84563;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621440;HS 2017;'84612;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'630259;HS 2017;'65846;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'630391;HS 2017;'65851;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'630539;HS 2017;'65813;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'630611;HS 2002;'65821;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'640320;HS 2017;'85141;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'640510;HS 2017;'85149;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'640520;HS 2017;'85159;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'640610;HS 2017;'8519;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'650300;HS 2002;'84841;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'680221;HS 2017;'66134;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'680990;HS 2017;'66331;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'681250;HS 2002;'66381;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'690290;HS 2017;'66232;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'700420;HS 2017;'66431;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'700490;HS 2017;'66439;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'700510;HS 2017;'66441;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'700530;HS 2017;'66442;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'700600;HS 2017;'66491;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'700800;HS 2017;'66492;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'701200;HS 2002;'66512;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'701332;HS 2002;'66523;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'701690;HS 2017;'66496;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'701890;HS 2017;'66593;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'710692;HS 2017;'68114;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'720221;HS 2017;'67151;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'720410;HS 2017;'2821;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'720711;HS 2017;'67261;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'720719;HS 2017;'67269;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'720825;HS 2017;'67321;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'720840;HS 2017;'67324;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721114;HS 2017;'673;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721310;HS 2017;'67611;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'722100;HS 2017;'67615;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'722490;HS 2017;'67282;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'722550;HS 2017;'67561;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'731300;HS 2017;'6932;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'731450;HS 2017;'69351;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'731520;HS 2017;'69921;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'731600;HS 2017;'69961;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'731930;HS 2007;'69932;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'732112;HS 2017;'69731;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'732113;HS 2002;'69731;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'732182;HS 2017;'69732;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'732290;HS 2017;'81215;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'732391;HS 2017;'69741;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'740322;HS 2017;'68214;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'740710;HS 2017;'68231;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'740721;HS 2017;'68232;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'740729;HS 2017;'68232;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'740911;HS 2017;'68251;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'760519;HS 2017;'68422;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'780600;HS 2017;'699;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'790200;HS 2017;'28825;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'790390;HS 2017;'68633;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'810890;HS 2017;'69985;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'810920;HS 2017;'68984;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'820130;HS 2017;'6951;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820140;HS 2017;'6951;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820150;HS 2017;'6951;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820239;HS 2017;'69553;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820291;HS 2017;'69555;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820330;HS 2017;'69523;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820340;HS 2017;'69523;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820530;HS 2017;'69543;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820560;HS 2017;'69546;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820580;HS 2007;'69548;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'821194;HS 2017;'6968;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'830260;HS 2017;'69919;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'840390;HS 2017;'81219;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'851310;HS 2017;'81312;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900110;HS 2017;'88419;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900290;HS 2017;'88439;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900510;HS 2017;'87111;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900580;HS 2017;'87115;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900659;HS 2017;'88111;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900720;HS 2017;'88122;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900830;HS 2007;'88132;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901480;HS 2017;'87411;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901590;HS 2017;'87414;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901600;HS 2017;'87451;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'902580;HS 2017;'87455;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'903031;HS 2017;'87475;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'903040;HS 2017;'87477;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'903083;HS 2002;'87478;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'903149;HS 2017;'87425;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'903281;HS 2017;'87465;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'910212;HS 2017;'88541;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'910219;HS 2017;'88541;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'910291;HS 2017;'88549;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'910310;HS 2017;'88572;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'910519;HS 2017;'88575;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'910599;HS 2017;'88579;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'911220;HS 2017;'88597;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940140;HS 2017;'82115;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940210;HS 2017;'8724;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'050790;HS 2017;'29116;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'060390;HS 2017;'29271;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'060499;HS 2007;'29272;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'120740;HS 2017;'2225;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'120760;HS 2017;'2237;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'120799;HS 2017;'2237;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'250870;HS 2017;'27829;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251621;HS 2002;'27313;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251622;HS 2002;'27313;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251990;HS 2017;'27825;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252230;HS 2017;'66113;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'252310;HS 2017;'66121;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'310100;HS 2017;'2721;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'370294;HS 2007;'8823;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'370590;HS 2012;'8826;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'401692;HS 2017;'62999;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'410310;HS 2002;'2114;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'410431;NA;'61142;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'420239;HS 2017;'83191;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'441213;HS 2002;'63431;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441229;HS 2002;'63441;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'470329;HS 2017;'25152;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'470790;HS 2017;'25119;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'480261;HS 2017;'641;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480442;HS 2017;'64147;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480459;HS 2017;'64148;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481490;HS 2017;'64194;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481610;HS 2002;'64242;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481720;HS 2017;'64222;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482050;HS 2017;'64235;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'510129;HS 2017;'26821;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'510810;HS 2017;'65114;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520534;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520542;HS 2017;'65133;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520822;HS 2017;'65231;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520931;HS 2017;'65242;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521139;HS 2017;'65262;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540752;HS 2017;'65315;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'540772;HS 2017;'65317;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550962;HS 2017;'65184;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551011;HS 2017;'65186;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551419;HS 2017;'65333;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560121;HS 2017;'65771;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560410;HS 2017;'65781;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'560741;HS 2017;'65751;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580410;HS 2017;'65641;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580890;HS 2017;'65632;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'590190;HS 2017;'65731;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'590800;HS 2017;'65772;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'591140;HS 2017;'65773;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'600110;HS 2017;'65511;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'600122;HS 2017;'65512;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'610210;HS 2017;'8441;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610441;HS 2017;'84424;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610461;HS 2017;'84426;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610690;HS 2017;'8447;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'610819;HS 2017;'84481;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611211;HS 2017;'84591;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611691;HS 2017;'84692;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
